sample_name,species,split,T(degrees),t(day),delta_L(mm),delta_R(mm),delta_T(mm),volume(mm^3)_change_rate(%),weight(g)_change_rate(%),density(g/cm^3)_change_rate(%),EMC(%),delta_EMC(%),L*,a*,b*,delta_E*ab
C555,Chamaecyparis obtusa,train,160,1.0,0.0921427380976255,-0.2004121180701434,-0.5595686234612015,-0.6674161405139817,-4.379211487099072,-3.736734918559775,6.687713651668982,-26.863435902180647,61.47,10.56,26.14,14.171443116351988
C556,Chamaecyparis obtusa,not assigned,160,1.0,0.0752758502095773,-0.2108228145690565,-0.4475638287051214,-0.5826660090589012,-3.04777260604585,-2.479554115997094,6.885966059148088,-24.69535564899515,65.03,10.03,25.41,12.386258514983451
C557,Chamaecyparis obtusa,test,160,1.0,0.1169573901357063,-0.1706184474319829,-0.4064214590530473,-0.4600646301105394,-3.949489521762483,-3.505552699713211,6.7163947163947215,-26.54978094654656,61.82,9.96,24.47,14.08436722043273
C558,Chamaecyparis obtusa,val,160,1.0,0.0718626601950767,-0.1809560783994722,-0.3662630989927903,-0.4751006135946734,-2.795800887441309,-2.3317785681315097,7.001526911820834,-23.431586871067623,65.67,10.57,26.1,12.474586165480595
C559,Chamaecyparis obtusa,not assigned,160,1.0,0.0703294880894434,-0.1095008369934067,-0.3930085841348666,-0.4321033156737122,-3.971004563909848,-3.554259320608129,6.739197717055467,-26.300408260108192,59.56,11.35,26.06,13.02683768226195
C560,Chamaecyparis obtusa,train,160,2.0,0.0768960758853542,-0.3875411970436212,-0.8459029759478209,-1.154212775078699,-5.43871652239443,-4.334533486557633,6.254849736803471,-31.59721804419774,57.39,11.38,25.48,21.26983309760563
C561,Chamaecyparis obtusa,val,160,2.0,0.097003568521494,-0.3828386679366355,-0.9926060974374632,-1.2759526915406258,-5.157998057464121,-3.93221861518115,6.2312385534857,-31.855428983255297,57.63,11.35,25.08,20.036132361311644
C562,Chamaecyparis obtusa,not assigned,160,2.0,0.0735450541265689,-0.3942311984719544,-0.712468193384227,-1.0311662024818775,-4.324088001540602,-3.327231081449101,6.366925064599485,-30.371566824353454,58.23,11.15,25.31,19.590597234387726
C563,Chamaecyparis obtusa,test,160,2.0,0.0568234404948192,-0.4174261356372618,-0.789393786054037,-1.1473783070241352,-4.917525665090236,-3.813907303112013,6.302282364748246,-31.07849675696898,57.81,11.09,24.75,19.87589997962356
C564,Chamaecyparis obtusa,not assigned,160,2.0,0.1170415376775585,-0.3487004368623604,-0.8366935483871164,-1.0668150205155982,-5.168531489433789,-4.145946044058679,6.2849668258395965,-31.267858785195877,55.94,11.29,24.72,20.304270486771987
C565,Chamaecyparis obtusa,train,160,4.0,0.1169687849850203,-0.5684940880311087,-1.2227162489894952,-1.6693709446266165,-6.253245969751495,-4.661696024077652,5.935613119120772,-35.088376692369685,52.58,11.69,23.3,24.407890117746767
C566,Chamaecyparis obtusa,not assigned,160,4.0,0.1086924667981259,-0.6117111622001977,-0.9976585564491576,-1.4963219512106485,-5.526945524793371,-4.091850835850359,6.099247696171233,-33.29887562273523,53.48,11.05,21.82,24.161850094725782
C567,Chamaecyparis obtusa,test,160,4.0,0.1390666393454735,-0.6278148934395616,-0.9812847749114774,-1.46609693851079,-6.532606616005777,-5.141894840330517,5.922644510111631,-35.230200872270075,51.29,11.7,22.82,24.9321659708899
C568,Chamaecyparis obtusa,val,160,4.0,0.125489129570538,-0.6151865167402676,-1.1890243902439117,-1.6736498315190682,-6.280657344292455,-4.68542512244107,5.947661016949157,-34.956621372440615,50.53,11.76,22.85,24.494401401136546
C569,Chamaecyparis obtusa,not assigned,160,4.0,0.1420859634728719,-0.4752150668436194,-0.6900050735667315,-1.0215369107025487,-5.987365841085813,-5.0170802570485895,6.03504016635543,-34.001046553568095,48.73,12.61,22.51,24.996825798488892
C570,Chamaecyparis obtusa,train,160,8.0,0.078548209284582,-0.9805815770614724,-1.4626714068054862,-2.352303132741768,-9.726591209760407,-7.551932419914839,5.428818002703011,-40.63066744327518,44.34,9.86,16.5,32.89413017545835
C571,Chamaecyparis obtusa,not assigned,160,8.0,0.1473324534638673,-0.9916861764339192,-1.649797570850205,-2.4816714489910607,-9.488271309430829,-7.184905611640816,5.5830215570995865,-38.94430365324924,45.43,11.21,18.38,33.637828407910035
C572,Chamaecyparis obtusa,test,160,8.0,0.1473959987294347,-0.8149127619700384,-1.4897770471591447,-2.148534287498288,-8.445844734266709,-6.4355811135937495,5.569341353941132,-39.09390979778262,44.99,9.65,17.31,30.4624933319648
C573,Chamaecyparis obtusa,val,160,8.0,0.1754347499248271,-1.253454912966923,-2.0347949944043244,-3.0930410289941133,-9.398193963384472,-6.506398509808606,5.596705009614189,-38.79466197388937,45.76,10.68,18.71,31.934313833242136
C574,Chamaecyparis obtusa,not assigned,160,8.0,0.1873316984260588,-1.1108721898631568,-2.2439526505404013,-3.14879881840488,-9.776755542959291,-6.843442976124847,5.506892677210061,-39.7768459829206,45.83,10.52,18.63,32.71089879535566
C575,Chamaecyparis obtusa,train,160,16.0,0.1571347834863399,-1.8393654371803108,-3.70558375634518,-5.328228607160418,-14.474299237858135,-9.66082127347779,5.454911548971661,-40.345309484095765,41.51,9.66,14.41,36.86424961938057
C576,Chamaecyparis obtusa,not assigned,160,16.0,0.1487498907258858,-1.5315221713929992,-2.9846216106839507,-4.328328816979806,-13.87762290791141,-9.981318370266342,5.46482233646717,-40.23692551572052,38.62,8.91,13.12,37.10794793571858
C577,Chamaecyparis obtusa,val,160,16.0,0.1803070925224719,-2.155484251087258,-3.70558375634518,-5.611301758637015,-14.794055157581964,-9.728657741908426,5.443105886943376,-40.47441572318144,42.72,9.92,15.84,35.15235553984968
C578,Chamaecyparis obtusa,test,160,16.0,0.1592308611067725,-1.6098154222916468,-2.1474878444084253,-3.569430285402079,-13.423239450858276,-10.218553301738412,5.404600653900036,-40.89550738338924,42.1,9.94,15.08,36.47102137313952
C579,Chamaecyparis obtusa,not assigned,160,16.0,0.1681468574005004,-1.4805360226218125,-1.929521681730472,-3.219072323969041,-13.786871779553428,-10.919299607211387,5.315524449680085,-41.86964112458151,41.31,8.97,13.85,35.51232462117905
C580,Chamaecyparis obtusa,train,140,0.5,-0.0150818018461978,-0.2529640328730954,-0.2945956928078008,-0.5618733329564112,-1.9747482786418056,-1.420858369965305,8.36611440813354,-8.508513592317007,72.83,8.21,23.33,4.44678535573734
C581,Chamaecyparis obtusa,not assigned,140,0.5,0.0285857585191848,-0.1530252691539987,-0.4057206613246873,-0.5297372074329221,-2.742132901646467,-2.22417799259988,8.041205724144932,-12.061701726581816,67.01,9.77,25.16,8.64806336702038
C582,Chamaecyparis obtusa,test,140,0.5,-0.0353170268946134,-0.2744096541047812,-0.2947454009553988,-0.6034478033013893,-1.606943236864987,-1.0095877687766743,8.295330819118552,-9.282600038703128,73.95,8.33,23.72,4.219597137168424
C583,Chamaecyparis obtusa,val,140,0.5,0.00501582822168,-0.2127358033844224,-0.2949552481692424,-0.5021170226944294,-2.363526865915405,-1.870803465884339,8.137790439350777,-11.005455215076491,70.21,8.52,24.21,6.368649778406724
C584,Chamaecyparis obtusa,not assigned,140,0.5,-0.0501620451299725,-0.1788408818978831,-0.2728375101051032,-0.5011422068754428,-2.6390329818804905,-2.1486586101823524,8.143592081916697,-10.942008688281916,70.83,9.05,23.86,5.603936116695129
C585,Chamaecyparis obtusa,train,140,1.0,0.0267234546830805,-0.1438879601983045,-0.3759780510110843,-0.4927324248220669,-2.308050207280167,-1.8243067332610936,8.13551521897342,-11.030336932451409,71.13,8.83,23.9,6.390845014550112
C586,Chamaecyparis obtusa,not assigned,140,1.0,0.0016817211977422,-0.1332765720927511,-0.3752916117253353,-0.5063883663239681,-1.845449975893228,-1.3458769739905776,8.215584632749461,-10.154701084698743,71.6,8.84,24.84,5.983460537180805
C587,Chamaecyparis obtusa,test,140,1.0,0.0451444686369747,-0.1299020708094359,-0.4672897196261618,-0.5516803559738541,-2.830485218909814,-2.2914463221630195,7.822255997371023,-14.45612702055411,64.78,9.85,23.32,10.282241973421938
C588,Chamaecyparis obtusa,val,140,1.0,0.0250709231235729,-0.2142558450611279,-0.3736996263003639,-0.5622294636520703,-2.5214355054306634,-1.9702835564504468,8.001376491198794,-12.497272595798869,70.65,8.42,23.79,7.77538423487868
C589,Chamaecyparis obtusa,not assigned,140,1.0,0.0585317321787042,-0.0908605054433571,-0.3742666396924847,-0.4065253311499371,-3.133391688797228,-2.737997009055226,7.838242126275697,-14.281303365982584,69.2,8.61,25.05,7.347094663879047
C590,Chamaecyparis obtusa,train,140,2.0,0.0167322021750603,-0.2264009007605099,-0.3853955375253575,-0.5942902746240538,-2.295743309280708,-1.711625055901898,7.875917846121117,-13.869283228320384,68.01,9.26,24.9,8.461418320825404
C591,Chamaecyparis obtusa,not assigned,140,2.0,0.0184029865819975,-0.1437908251339283,-0.4265691651432034,-0.5514479649789921,-2.4107998721908577,-1.8696621209297173,7.700828908667249,-15.784048716779688,68.87,9.06,25.0,8.73059562687449
C592,Chamaecyparis obtusa,val,140,2.0,0.0067068716358622,-0.1721609700834053,-0.4236860687985454,-0.58846632843076,-2.653409003679471,-2.077166098322916,7.748759357389194,-15.259883281808497,68.44,9.19,25.79,8.973984622228853
C593,Chamaecyparis obtusa,test,140,2.0,0.0586294401695427,-0.1547732900410549,-0.4659171477767586,-0.5617038029445879,-3.44805374980181,-2.90265426625712,7.600133425704982,-16.885250417033824,66.33,9.45,25.63,9.9702407192605
C594,Chamaecyparis obtusa,not assigned,140,2.0,0.0485739256848137,-0.1468505787849713,-0.3556187766714277,-0.4536431950285006,-2.334163621143758,-1.889090155051603,7.8361894608112115,-14.303751231895207,66.87,9.79,25.07,9.334741560428975
C595,Chamaecyparis obtusa,train,140,4.0,0.0300835746061593,-0.2873502382975253,-0.7811707416049504,-1.0365397954847215,-2.80080776919721,-1.7827468543101594,7.50655126692629,-17.908661093748734,65.65,9.4,26.19,13.551177070645927
C596,Chamaecyparis obtusa,not assigned,140,4.0,0.0317738732201542,-0.2829796034949645,-0.5689900426742447,-0.8188672000641387,-4.235185505741154,-3.444524386072776,7.1764977606394735,-21.51811279511332,59.53,10.68,25.11,14.890970418344134
C597,Chamaecyparis obtusa,val,140,4.0,0.0083866584661198,-0.273575708536891,-0.5881756414156762,-0.8518372160998785,-3.5622044242950026,-2.733653485947641,7.261721512667981,-20.586109314172703,58.92,11.23,26.49,15.531149345750306
C598,Chamaecyparis obtusa,test,140,4.0,0.0250855171098169,-0.3226286889684288,-0.7819640499644558,-1.077261225002019,-2.888052827950112,-1.8305109880416768,7.367873926299826,-19.42523084238195,64.72,9.7,26.46,13.541820409383662
C599,Chamaecyparis obtusa,not assigned,140,4.0,0.0585761876172685,-0.2037891132091637,-0.4582951420714753,-0.6029678299409819,-3.803333935126684,-3.2197803448599744,7.23073714941092,-20.92495304872981,59.95,10.44,25.44,13.418584127992045
C600,Chamaecyparis obtusa,train,140,8.0,0.0685204008190902,-0.2825252489788965,-0.6479700313860489,-0.860778944109345,-4.522565230221527,-3.693579843690547,6.903788634097707,-24.500448695276265,53.34,12.2,24.49,20.045091668535715
C601,Chamaecyparis obtusa,not assigned,140,8.0,0.0983904301440284,-0.3925522448346277,-0.8660213958227111,-1.1580129250748437,-4.295321389993678,-3.174064542572038,6.852556900927905,-25.06071684250481,57.87,11.23,25.35,19.67091761967397
C602,Chamaecyparis obtusa,test,140,8.0,0.08854260820135,-0.3890920364521271,-1.0167768174885756,-1.3146109800889925,-4.651950627951958,-3.381797124181785,6.844899409380906,-25.144458858166,58.18,10.9,25.21,18.861097529041096
C603,Chamaecyparis obtusa,val,140,8.0,0.0752138340060889,-0.4261627107549171,-0.9141696292534268,-1.2621831834373496,-4.178537511870853,-2.953634607752744,6.97622496433201,-23.70828793823341,59.14,11.15,25.97,19.424541178622476
C604,Chamaecyparis obtusa,not assigned,140,8.0,0.0935857501007164,-0.3333616209236444,-0.9453140882292966,-1.1831334107511888,-4.631846458778965,-3.4900044567928044,6.839963577811284,-25.19843691117034,54.68,11.9,24.72,20.285556438017668
C605,Chamaecyparis obtusa,train,140,16.0,0.070200070847168,-0.6337759968122576,-1.531284859547711,-2.086675322909831,-5.515533543448892,-3.5019321750611003,6.390928585353163,-30.10906529907709,52.07,11.69,23.78,24.3611924995473
C606,Chamaecyparis obtusa,not assigned,140,16.0,0.1272754865362473,-0.5501217521572188,-1.2335610153940302,-1.6518699974226363,-6.0219409113066495,-4.44347128284949,6.319048586676357,-30.895142036867064,49.96,12.22,22.65,27.000312961149177
C607,Chamaecyparis obtusa,test,140,16.0,0.0852420205739673,-0.5353074569504395,-1.3505280259951171,-1.7949668462155473,-6.367630011790978,-4.656241150506868,6.310241123898777,-30.991460091066475,53.18,11.12,23.81,23.384479895862558
C608,Chamaecyparis obtusa,val,140,16.0,0.0885758943658366,-0.635307088974141,-1.4676113360323844,-2.006864122735589,-5.596884009701881,-3.663542201019836,6.454948937820483,-29.40894133210332,53.79,11.44,24.39,23.22065459886952
C609,Chamaecyparis obtusa,not assigned,140,16.0,0.0868838214989025,-0.5329369970945883,-1.2488577520560575,-1.689802396679961,-6.2336925407464845,-4.621992687270398,6.3098743752532815,-30.9954708393156,52.01,11.36,23.51,23.558873063030838
C610,Chamaecyparis obtusa,train,140,32.0,0.1337264895942088,-0.9197023042859772,-2.2854240731335667,-3.054644527879319,-9.124942433681133,-6.261566504387603,5.8262584870908976,-36.28427449413194,46.54,11.16,20.36,30.012792272629344
C611,Chamaecyparis obtusa,not assigned,140,32.0,0.1302078398737694,-1.0605319379940636,-2.128737962493655,-3.0406311732551154,-9.06216131953619,-6.210364422896415,5.890867930278242,-35.5777082550382,45.84,10.47,18.32,32.400009259257935
C612,Chamaecyparis obtusa,test,140,32.0,0.145373509512949,-1.0911119919217085,-2.270884022708842,-3.1967667216653965,-8.346574881602441,-5.319872059572633,6.0120059408512585,-34.25294790547617,47.56,10.93,20.62,30.59455670540105
C613,Chamaecyparis obtusa,val,140,32.0,0.1521606076235859,-0.8550420739435282,-2.2251574883153777,-2.913676684138211,-8.723829751336114,-5.98452271005781,5.849285353137219,-36.03245362495516,45.45,10.9,19.02,30.392013753616254
C614,Chamaecyparis obtusa,not assigned,140,32.0,0.1386896739014361,-0.8369536764719563,-2.2145469321413875,-2.8984720134036484,-8.650085797517852,-5.923298946344213,5.896325581141367,-35.51802360749428,46.64,11.57,20.95,30.12262438765919
C615,Chamaecyparis obtusa,train,140,64.0,0.1555383637476023,-1.7060083715808734,-2.586731588557525,-4.099639273323442,-11.914831710535886,-8.149283671086858,5.735132775726398,-37.28082156197864,42.41,10.36,17.14,34.4182945539142
C616,Chamaecyparis obtusa,val,140,64.0,0.1374063153857224,-1.7687620046360564,-3.477206105327011,-5.054182604478014,-12.216668544447064,-7.543761417242649,5.789593433326916,-36.68524202869291,43.53,10.86,18.35,34.070927489576796
C617,Chamaecyparis obtusa,not assigned,140,64.0,0.1542634214548132,-1.568231764287906,-3.0189822294022566,-4.39265725147117,-12.565522918763977,-8.548366090237941,5.718369453629702,-37.46414456964232,43.03,10.27,17.19,35.183702192918815
C618,Chamaecyparis obtusa,not assigned,140,64.0,0.1324297869187141,-1.4093786993998227,-2.411740558292277,-3.659733851804579,-11.2807498052617,-7.910519929158279,5.631082259910048,-38.41871376487141,41.87,10.12,15.77,33.683645883425385
C619,Chamaecyparis obtusa,test,140,64.0,0.2305669609834433,-1.6022984859599387,-3.5982160956821456,-4.924141084510389,-13.029983515749134,-8.525657852267003,5.683338171427921,-37.84724524494411,42.36,10.32,16.54,34.88065796397768
C625,Chamaecyparis obtusa,train,180,0.03125,0.0267497080941583,-0.0961830515338666,-0.111607142857153,-0.1809919347723836,-2.241985197400708,-2.06473025786988,7.392810523144899,-19.152525234975144,69.85,8.14,23.35,8.560846920719946
C626,Chamaecyparis obtusa,val,180,0.03125,0.010040945163826,-0.1030570450682296,-0.1626346818459218,-0.2555065362240805,-1.6033433442977238,-1.351289440918501,7.602036971243386,-16.864433320559023,63.14,10.11,23.45,10.627389143152712
C627,Chamaecyparis obtusa,not assigned,180,0.03125,0.0100187015762757,-0.0909302291618953,-0.2024701356549866,-0.283220919475992,-2.521702978529633,-2.24483991530254,7.401841067067433,-19.053767574460814,65.5,8.87,23.49,10.263634833722412
C628,Chamaecyparis obtusa,test,180,0.03125,0.0200443766792274,-0.1162104652207309,-0.5816412859560037,-0.6772952214859698,-1.7634478252857613,-1.0935592281964817,7.565241611386796,-17.266825877241274,68.48,8.45,23.54,8.435887623718086
C629,Chamaecyparis obtusa,not assigned,180,0.03125,0.0534411105383886,-0.0757691296973999,0.0203252032520212,-0.0020465080011486,-2.508533186269392,-2.506537974768446,7.441495433789956,-18.62010903514275,61.75,9.75,24.26,13.357282657786346
C630,Chamaecyparis obtusa,train,180,0.0625,0.0400783755444816,-0.1248740175989254,-0.1322482197355025,-0.2169875601888569,-2.1319219712307405,-1.9190986163070287,7.439120401791778,-18.646082288337546,64.58,9.2,24.86,13.652677393097665
C631,Chamaecyparis obtusa,not assigned,180,0.0625,0.0535005229706638,-0.0742004708942138,-0.1126241425207252,-0.1333413579389741,-2.771024559662613,-2.641205020363742,7.200775648712796,-21.25261080000456,60.96,9.23,23.03,14.810286965484499
C632,Chamaecyparis obtusa,val,180,0.0625,0.0802367571383361,-0.1348808726957851,-0.2131979695431372,-0.2678315155608115,-2.886835446858376,-2.6260372867618944,7.212783590593602,-21.12129243669077,65.48,8.51,23.36,12.673132998591944
C633,Chamaecyparis obtusa,test,180,0.0625,0.0133705447835798,-0.1417849927777401,-0.2747532308944667,-0.4028300880104745,-2.077861377688135,-1.6818061107136153,7.412307325146426,-18.93930900240942,62.97,8.93,24.95,12.444982924857706
C634,Chamaecyparis obtusa,not assigned,180,0.0625,0.0183745927476122,-0.0808502820254321,-0.295105322071842,-0.3574107528463945,-3.470123027166246,-3.123877347866854,7.087901176734166,-22.487001428080024,61.78,9.76,25.48,15.68005420908996
C635,Chamaecyparis obtusa,train,180,0.125,0.055204984318418,-0.1264388625266362,-0.3241491085899516,-0.3953252334374409,-2.928268220735306,-2.542996092536985,7.208504510609477,-21.16808828110623,60.13,9.83,25.45,18.562257405822166
